,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,Adopted,Adopted_prediction
3274,Cat,2,American Shorthair,Female,Black,White,Small,Medium,No,No,Healthy,0,0,Yes,Yes
3275,Cat,6,Domestic Medium Hair,Male,Golden,White,Medium,Medium,No,No,Healthy,0,6,Yes,No
3276,Cat,2,Domestic Short Hair,Female,Black,White,Medium,Short,No,Yes,Healthy,0,1,Yes,No
3277,Dog,12,Mixed Breed,Female,Golden,Yellow,Medium,Medium,No,No,Healthy,0,3,No,Yes
3278,Dog,2,Mixed Breed,Female,Brown,White,Small,Short,Yes,No,Healthy,0,2,Yes,Yes
3279,Dog,84,Poodle,Female,Brown,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,1,Yes,Yes
3280,Dog,24,Mixed Breed,Male,Cream,White,Medium,Short,Not Sure,Not Sure,Healthy,0,4,Yes,Yes
3281,Cat,3,Domestic Long Hair,Female,Black,Yellow,Medium,Medium,Yes,No,Healthy,150,1,Yes,Yes
3282,Dog,3,German Shepherd Dog,Female,Black,Gray,Large,Medium,No,No,Healthy,0,2,Yes,No
3283,Cat,2,Domestic Short Hair,Female,Yellow,White,Small,Medium,No,No,Healthy,0,10,Yes,No
3284,Cat,2,Domestic Short Hair,Female,Black,Golden,Small,Short,Yes,No,Healthy,0,1,Yes,No
3285,Cat,4,Domestic Short Hair,Female,Black,No Color,Medium,Short,Not Sure,No,Healthy,100,1,Yes,Yes
3286,Dog,36,Mixed Breed,Male,Brown,No Color,Large,Short,Not Sure,Not Sure,Healthy,0,1,No,Yes
3287,Dog,2,Mixed Breed,Female,Black,No Color,Small,Medium,Yes,No,Healthy,0,4,Yes,No
3288,Cat,1,Domestic Short Hair,Male,Yellow,White,Medium,Short,No,No,Healthy,0,3,Yes,No
3289,Cat,24,Domestic Long Hair,Male,Black,Brown,Large,Long,Not Sure,No,Healthy,50,4,Yes,Yes
3290,Cat,4,Domestic Medium Hair,Female,Black,Golden,Small,Medium,Yes,Yes,Healthy,0,3,Yes,Yes
3291,Dog,2,Mixed Breed,Female,Black,White,Medium,Medium,No,No,Healthy,0,4,No,No
3292,Dog,36,Poodle,Male,Brown,No Color,Small,Short,Yes,Yes,Healthy,100,1,Yes,Yes
3293,Dog,24,Golden Retriever,Male,Brown,No Color,Large,Medium,Not Sure,Not Sure,Healthy,0,4,Yes,No
3294,Cat,10,Tabby,Female,Golden,Yellow,Large,Short,Not Sure,Yes,Healthy,0,5,Yes,No
3295,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,4,Yes,No
3296,Cat,5,Domestic Short Hair,Male,Golden,White,Small,Short,No,No,Healthy,0,3,No,Yes
3297,Dog,1,Mixed Breed,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,1,No,Yes
3298,Cat,4,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,22,Yes,No
3299,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,1,No,No
3300,Cat,30,Domestic Short Hair,Female,Black,Gray,Small,Short,No,Yes,Healthy,0,4,No,Yes
3301,Dog,3,Mixed Breed,Female,Brown,White,Medium,Short,Yes,No,Healthy,50,2,Yes,Yes
3302,Cat,4,Domestic Medium Hair,Female,White,No Color,Medium,Medium,No,No,Healthy,100,5,Yes,No
3303,Dog,24,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,5,No,Yes
3304,Cat,4,Domestic Short Hair,Male,Golden,White,Small,Short,No,No,Healthy,0,4,Yes,No
3305,Cat,2,Domestic Short Hair,Male,White,No Color,Small,Short,No,No,Healthy,0,1,Yes,No
3306,Cat,7,Tuxedo,Male,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes,Yes
3307,Cat,12,Domestic Long Hair,Female,Black,Brown,Medium,Medium,Not Sure,Not Sure,Healthy,0,3,No,Yes
3308,Dog,12,Mixed Breed,Male,White,No Color,Medium,Short,Not Sure,No,Healthy,0,7,Yes,Yes
3309,Dog,12,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
3310,Cat,2,Domestic Medium Hair,Female,White,No Color,Medium,Medium,No,No,Healthy,0,12,Yes,No
3311,Dog,108,Poodle,Female,White,No Color,Small,Long,Yes,Yes,Healthy,200,3,Yes,No
3312,Cat,5,Domestic Short Hair,Female,Black,Brown,Small,Short,No,Yes,Healthy,0,3,Yes,Yes
3313,Cat,6,Domestic Short Hair,Female,White,No Color,Medium,Short,Yes,No,Healthy,0,2,Yes,Yes
3314,Cat,7,Domestic Short Hair,Female,White,No Color,Medium,Short,Yes,Yes,Healthy,0,3,No,Yes
3315,Cat,8,Domestic Long Hair,Male,White,No Color,Large,Long,No,Not Sure,Healthy,100,3,Yes,Yes
3316,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,4,Yes,No
3317,Dog,3,Mixed Breed,Female,Black,White,Small,Short,Not Sure,Not Sure,Healthy,688,5,No,Yes
3318,Cat,4,Domestic Medium Hair,Female,Black,Golden,Large,Medium,No,Yes,Healthy,30,2,Yes,No
3319,Dog,7,Mixed Breed,Male,Black,Cream,Medium,Medium,Yes,Yes,Healthy,0,6,Yes,Yes
3320,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,5,Yes,No
3321,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,1,3,Yes,No
3322,Cat,2,Tortoiseshell,Male,Black,Brown,Small,Medium,No,No,Healthy,0,10,Yes,No
3323,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,20,1,Yes,No
3324,Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,5,Yes,No
3325,Cat,1,Domestic Medium Hair,Male,Black,Brown,Medium,Medium,Not Sure,Yes,Healthy,0,5,Yes,No
3326,Dog,95,Staffordshire Bull Terrier,Female,Brown,No Color,Large,Short,Yes,Yes,Healthy,0,2,No,No
3327,Dog,16,Mixed Breed,Male,Black,Golden,Medium,Short,Yes,Yes,Healthy,0,2,Yes,Yes
3328,Dog,1,Mixed Breed,Male,Black,No Color,Medium,Short,Not Sure,No,Healthy,0,2,Yes,No
3329,Dog,18,Mixed Breed,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,8,No,Yes
3330,Dog,36,Mixed Breed,Female,Gray,No Color,Medium,Short,Yes,Yes,Healthy,50,5,No,Yes
3331,Cat,5,Siamese,Male,Brown,Cream,Medium,Short,Yes,No,Healthy,0,6,Yes,No
3332,Dog,2,Miniature Pinscher,Male,Black,Brown,Small,Short,Not Sure,No,Healthy,0,6,Yes,No
3333,Cat,24,Domestic Short Hair,Male,Golden,White,Large,Short,No,No,Healthy,0,4,No,Yes
3334,Cat,2,Domestic Short Hair,Female,Brown,Golden,Medium,Short,No,No,Healthy,10,4,Yes,No
3335,Dog,3,Labrador Retriever,Female,Brown,White,Medium,Short,Not Sure,No,Healthy,0,1,Yes,No
3336,Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,3,Yes,No
3337,Cat,3,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,30,6,Yes,No
3338,Cat,5,Tabby,Female,Black,White,Small,Short,Yes,No,Healthy,0,3,Yes,Yes
3339,Dog,5,German Shepherd Dog,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,2,Yes,No
3340,Cat,1,Siamese,Female,Gray,No Color,Medium,Medium,No,No,Healthy,0,1,Yes,No
3341,Cat,3,Domestic Short Hair,Female,Yellow,Gray,Large,Short,Yes,Yes,Healthy,100,2,No,Yes
3342,Cat,1,Domestic Short Hair,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,5,Yes,No
3343,Dog,7,German Shepherd Dog,Male,Black,Yellow,Medium,Medium,Yes,Yes,Healthy,0,5,Yes,No
3344,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,2,Yes,No
3345,Dog,8,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,1,Yes,Yes
3346,Cat,1,Bengal,Male,Gray,No Color,Small,Short,No,No,Healthy,0,2,No,Yes
3347,Cat,3,Domestic Short Hair,Female,White,No Color,Medium,Short,No,No,Healthy,0,2,Yes,No
3348,Dog,2,Mixed Breed,Female,Brown,Golden,Medium,Short,Not Sure,Yes,Healthy,0,3,No,Yes
3349,Dog,4,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,Not Sure,Healthy,0,3,No,Yes
3350,Cat,6,Domestic Short Hair,Female,Black,Gray,Medium,Medium,Yes,No,Healthy,0,3,No,Yes
3351,Cat,12,Domestic Short Hair,Female,Yellow,Gray,Medium,Short,Yes,Yes,Healthy,100,3,No,Yes
3352,Dog,12,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,Yes,Healthy,100,3,No,Yes
3353,Dog,2,Mixed Breed,Male,Black,No Color,Small,Short,Yes,Yes,Healthy,0,1,No,Yes
3354,Cat,11,Domestic Short Hair,Female,Black,Yellow,Medium,Short,Yes,Yes,Healthy,100,4,Yes,Yes
3355,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Not Sure,Healthy,100,3,No,Yes
3356,Cat,12,Tabby,Male,Brown,Gray,Medium,Short,No,Yes,Healthy,0,1,No,Yes
3357,Cat,2,Domestic Short Hair,Male,White,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes,No
3358,Cat,48,Domestic Short Hair,Female,Black,White,Large,Short,Yes,Yes,Healthy,100,5,Yes,Yes
3359,Cat,18,Tabby,Male,Gray,No Color,Medium,Short,No,No,Healthy,50,3,Yes,Yes
3360,Cat,12,Domestic Short Hair,Male,White,No Color,Large,Short,Yes,Yes,Healthy,0,2,Yes,Yes
3361,Dog,3,Rottweiler,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,2,Yes,No
3362,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,40,3,No,No
3363,Cat,5,Domestic Short Hair,Male,Yellow,White,Medium,Short,No,No,Healthy,0,8,Yes,No
3364,Dog,9,Mixed Breed,Male,Black,White,Medium,Short,Yes,Yes,Minor Injury,0,1,Yes,Yes
3365,Dog,13,Poodle,Male,Golden,No Color,Small,Long,Yes,No,Healthy,0,4,Yes,No
3366,Dog,12,Spitz,Female,White,No Color,Small,Long,Not Sure,Not Sure,Healthy,0,4,Yes,No
3367,Dog,2,Mixed Breed,Female,Black,Brown,Small,Short,Not Sure,No,Healthy,0,4,No,Yes
3368,Cat,7,Persian,Female,Black,Golden,Medium,Medium,Yes,No,Healthy,0,2,Yes,No
3369,Cat,7,Domestic Short Hair,Female,Golden,Gray,Medium,Medium,No,Yes,Healthy,0,2,No,Yes
3370,Dog,48,Shih Tzu,Female,Brown,White,Small,Long,Yes,Yes,Healthy,300,1,Yes,No
3371,Cat,15,Siamese,Female,Gray,No Color,Medium,Short,Yes,No,Healthy,10,4,Yes,Yes
3372,Cat,2,Manx,Male,Gray,No Color,Medium,Medium,Yes,No,Healthy,0,4,Yes,No
3373,Dog,6,Mixed Breed,Female,Brown,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,3,No,Yes
3374,Dog,36,English Cocker Spaniel,Female,Brown,No Color,Small,Medium,Yes,Yes,Healthy,0,10,Yes,No
3375,Cat,2,Domestic Short Hair,Male,Golden,White,Medium,Medium,No,No,Healthy,0,5,Yes,No
3376,Dog,1,Mixed Breed,Female,Cream,No Color,Medium,Short,No,Yes,Healthy,0,3,Yes,No
3377,Cat,6,Domestic Medium Hair,Male,Black,Brown,Medium,Medium,No,Yes,Minor Injury,100,5,Yes,Yes
3378,Dog,48,Mixed Breed,Male,Cream,White,Medium,Short,Yes,Yes,Healthy,0,2,Yes,Yes
3379,Dog,2,Mixed Breed,Male,Brown,Golden,Small,Medium,No,No,Healthy,150,5,Yes,No
3380,Cat,12,Domestic Short Hair,Male,Black,White,Medium,Short,Yes,No,Healthy,0,1,No,Yes
3381,Dog,7,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,4,No,Yes
3382,Dog,29,German Pinscher,Male,Black,Brown,Medium,Short,Yes,Not Sure,Healthy,0,2,No,Yes
3383,Cat,3,Domestic Short Hair,Female,Yellow,No Color,Medium,Short,No,Yes,Healthy,0,4,No,No
3384,Dog,20,Mixed Breed,Female,Golden,Cream,Medium,Medium,Yes,Yes,Healthy,0,2,No,Yes
3385,Dog,11,Beagle,Female,Black,Brown,Medium,Short,Yes,Not Sure,Healthy,0,2,Yes,No
3386,Dog,3,Mixed Breed,Female,Black,White,Medium,Short,Yes,No,Healthy,0,1,Yes,Yes
3387,Dog,4,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,4,Yes,Yes
3388,Dog,24,Beagle,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,11,No,Yes
3389,Dog,72,Mixed Breed,Female,Black,White,Small,Medium,Yes,Yes,Healthy,0,2,No,Yes
3390,Cat,3,Domestic Short Hair,Female,Black,White,Small,Short,Yes,No,Healthy,0,6,Yes,No
3391,Cat,12,Persian,Female,Black,Brown,Small,Medium,Yes,Yes,Healthy,0,5,Yes,No
3392,Cat,2,Domestic Medium Hair,Male,Golden,No Color,Medium,Short,No,No,Healthy,0,14,Yes,No
3393,Cat,5,Domestic Short Hair,Male,Black,Golden,Medium,Short,Not Sure,Yes,Healthy,0,4,Yes,Yes
3394,Dog,5,Mixed Breed,Female,Black,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,2,Yes,Yes
3395,Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,3,No,Yes
3396,Dog,2,Mixed Breed,Female,Cream,White,Medium,Short,No,No,Healthy,0,5,Yes,No
3397,Dog,120,Miniature Pinscher,Female,Black,No Color,Small,Short,Yes,No,Minor Injury,0,3,Yes,No
3398,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes,No
3399,Dog,8,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,3,No,Yes
3400,Cat,3,Domestic Medium Hair,Male,Black,White,Medium,Medium,Yes,No,Healthy,50,2,Yes,Yes
3401,Dog,12,Mixed Breed,Female,Black,Golden,Medium,Medium,Yes,Yes,Healthy,100,5,Yes,Yes
3402,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,2,Yes,No
3403,Dog,10,Terrier,Male,Brown,No Color,Medium,Medium,No,No,Healthy,0,3,Yes,Yes
3404,Cat,3,Domestic Short Hair,Male,Brown,Golden,Medium,Short,No,No,Healthy,0,1,Yes,Yes
3405,Cat,2,Tabby,Female,Black,Brown,Medium,Short,No,No,Healthy,0,6,Yes,No
3406,Dog,36,Mixed Breed,Female,Cream,No Color,Medium,Short,No,Yes,Healthy,0,5,Yes,Yes
3407,Dog,2,Mixed Breed,Female,Gray,No Color,Medium,Short,No,No,Healthy,0,2,Yes,No
3408,Dog,15,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,Yes,Healthy,100,5,No,Yes
3409,Dog,6,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,3,Yes,Yes
3410,Dog,1,Mixed Breed,Female,Brown,Cream,Medium,Medium,Yes,No,Healthy,40,1,No,Yes
3411,Dog,36,Golden Retriever,Male,Golden,No Color,Medium,Long,Not Sure,No,Healthy,0,3,Yes,No
3412,Cat,4,Bengal,Female,Black,Yellow,Small,Short,Yes,No,Healthy,0,3,Yes,No
3413,Cat,24,Siamese,Female,Yellow,Gray,Large,Short,Yes,Yes,Healthy,0,2,Yes,Yes
3414,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,3,Yes,No
3415,Cat,1,Domestic Medium Hair,Female,Black,No Color,Small,Medium,No,No,Healthy,100,5,Yes,No
3416,Dog,36,German Shepherd Dog,Male,Black,No Color,Medium,Short,No,No,Healthy,0,1,Yes,Yes
3417,Dog,1,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,2,Yes,No
3418,Cat,3,Tabby,Male,Golden,No Color,Medium,Medium,No,No,Healthy,100,5,Yes,No
3419,Dog,24,Basset Hound,Female,Brown,Cream,Medium,Short,Not Sure,Not Sure,Healthy,0,1,Yes,No
3420,Cat,1,Domestic Short Hair,Female,Black,Brown,Large,Short,No,No,Healthy,0,1,Yes,No
3421,Dog,1,Mixed Breed,Male,Black,White,Medium,Short,No,No,Healthy,20,1,Yes,No
3422,Cat,2,Domestic Medium Hair,Female,Brown,No Color,Small,Medium,Not Sure,No,Healthy,0,7,Yes,No
3423,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,4,Yes,No
3424,Dog,48,Mixed Breed,Female,Brown,Cream,Medium,Short,Yes,Yes,Healthy,0,1,No,Yes
3425,Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,1,Yes,No
3426,Cat,0,Domestic Short Hair,Male,Black,White,Small,Short,Not Sure,No,Healthy,0,4,Yes,No
3427,Cat,12,Domestic Medium Hair,Male,Yellow,White,Medium,Medium,No,Yes,Healthy,0,3,Yes,Yes
3428,Cat,7,Tabby,Female,Brown,Golden,Medium,Short,Not Sure,No,Healthy,0,2,No,Yes
3429,Cat,16,Domestic Short Hair,Female,Black,Gray,Medium,Medium,Yes,Yes,Healthy,0,3,No,Yes
3430,Cat,3,American Shorthair,Female,Brown,No Color,Small,Short,Yes,No,Healthy,0,1,Yes,No
3431,Dog,2,Mixed Breed,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,2,No,No
3432,Dog,42,Mixed Breed,Female,Black,No Color,Small,Short,Yes,Yes,Healthy,0,2,No,Yes
3433,Dog,3,Labrador Retriever,Female,Black,White,Medium,Short,No,No,Healthy,0,5,Yes,No
3434,Dog,3,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,3,No,No
3435,Cat,1,Domestic Short Hair,Female,Black,Yellow,Small,Short,No,No,Healthy,0,0,No,Yes
3436,Dog,23,Poodle,Female,Cream,No Color,Medium,Medium,Yes,No,Minor Injury,0,0,Yes,Yes
3437,Cat,2,Domestic Short Hair,Female,Black,Golden,Small,Medium,Yes,No,Healthy,0,4,Yes,No
3438,Dog,12,Mixed Breed,Female,Black,Brown,Small,Medium,Yes,Not Sure,Healthy,0,1,Yes,Yes
3439,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,1,Yes,No
3440,Cat,2,Domestic Short Hair,Male,Golden,Yellow,Small,Medium,No,No,Healthy,0,3,Yes,No
3441,Cat,3,Domestic Short Hair,Male,Brown,White,Small,Short,Yes,No,Healthy,0,2,Yes,No
3442,Dog,31,German Shepherd Dog,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,2,No,No
3443,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Minor Injury,0,10,Yes,No
3444,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,Not Sure,No,Healthy,0,1,No,No
3445,Dog,2,Mixed Breed,Male,Black,White,Medium,Short,Yes,Yes,Healthy,0,3,Yes,Yes
3446,Cat,2,Domestic Short Hair,Male,Black,Gray,Medium,Short,Yes,No,Healthy,100,4,Yes,No
3447,Dog,24,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,2,No,Yes
3448,Cat,13,Domestic Short Hair,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,3,Yes,Yes
3449,Dog,108,Beagle,Female,Golden,Cream,Medium,Short,Yes,No,Healthy,0,1,Yes,No
3450,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,30,4,No,Yes
3451,Dog,12,Mixed Breed,Male,Black,Brown,Medium,Medium,Not Sure,Not Sure,Serious Injury,0,3,No,Yes
3452,Dog,6,Mixed Breed,Female,Brown,Golden,Large,Short,Yes,Yes,Healthy,0,6,No,Yes
3453,Cat,2,Tabby,Male,Black,Brown,Small,Medium,No,No,Healthy,0,4,Yes,No
3454,Cat,3,Domestic Short Hair,Female,Black,White,Medium,Short,Not Sure,No,Healthy,0,5,Yes,No
3455,Cat,2,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,1,Yes,No
3456,Cat,3,Domestic Short Hair,Male,Black,Cream,Small,Short,No,No,Healthy,0,5,Yes,No
3457,Dog,24,Poodle,Female,Black,White,Small,Medium,Not Sure,No,Healthy,0,5,Yes,No
3458,Cat,3,Domestic Medium Hair,Female,Golden,Gray,Medium,Medium,Yes,No,Healthy,0,4,Yes,No
3459,Dog,60,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,2,Yes,Yes
3460,Cat,1,Domestic Long Hair,Male,Brown,Golden,Large,Short,No,No,Healthy,0,4,Yes,No
3461,Cat,2,Domestic Short Hair,Female,Brown,No Color,Small,Medium,No,No,Healthy,0,1,No,Yes
3462,Dog,12,Mixed Breed,Male,Brown,Yellow,Medium,Medium,Not Sure,Not Sure,Healthy,0,7,No,Yes
3463,Dog,3,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,50,2,No,Yes
3464,Dog,36,Chihuahua,Male,Brown,No Color,Small,Short,Yes,No,Minor Injury,0,3,Yes,Yes
3465,Dog,12,Great Dane,Male,Brown,No Color,Large,Short,Yes,Yes,Healthy,0,2,No,Yes
3466,Dog,2,Mixed Breed,Female,Brown,No Color,Small,Short,Not Sure,No,Healthy,0,2,Yes,Yes
3467,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,2,Yes,Yes
3468,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,10,Yes,No
3469,Cat,7,Domestic Short Hair,Female,Black,White,Small,Short,Yes,Yes,Healthy,0,4,No,Yes
3470,Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,4,Yes,No
3471,Cat,3,Domestic Short Hair,Female,Black,No Color,Small,Short,No,No,Minor Injury,0,1,No,Yes
3472,Dog,4,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes,Yes
3473,Dog,6,Dachshund,Female,Brown,Cream,Small,Medium,Not Sure,Yes,Healthy,0,5,Yes,No
3474,Dog,4,Mixed Breed,Female,Black,Brown,Medium,Short,No,Not Sure,Healthy,0,2,No,Yes
3475,Dog,2,Mixed Breed,Female,Black,White,Medium,Short,Yes,Not Sure,Healthy,0,1,No,Yes
3476,Dog,12,Mixed Breed,Female,Black,No Color,Medium,Medium,Yes,Yes,Healthy,0,1,No,Yes
3477,Dog,53,Pug,Female,Black,Cream,Medium,Short,Yes,Yes,Minor Injury,0,1,Yes,No
3478,Cat,12,Calico,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,1,No,Yes
3479,Dog,24,Beagle,Female,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,0,2,Yes,Yes
3480,Dog,8,Mixed Breed,Male,Black,No Color,Large,Short,Yes,Yes,Healthy,0,1,Yes,Yes
3481,Dog,2,Mixed Breed,Female,Black,White,Large,Short,No,No,Healthy,50,16,Yes,No
3482,Cat,5,Domestic Short Hair,Male,Golden,Yellow,Small,Short,No,No,Healthy,0,7,Yes,No
3483,Cat,2,Tabby,Male,Black,Gray,Small,Medium,No,No,Healthy,0,2,Yes,No
3484,Dog,12,Mixed Breed,Female,Black,White,Medium,Short,Not Sure,Not Sure,Healthy,0,3,Yes,Yes
3485,Dog,48,Mixed Breed,Male,Black,Brown,Large,Medium,Not Sure,No,Healthy,0,2,No,Yes
3486,Dog,24,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,3,Yes,Yes
3487,Cat,2,Domestic Medium Hair,Female,Black,White,Medium,Medium,No,No,Healthy,0,4,Yes,No
3488,Dog,1,Mixed Breed,Female,Cream,White,Medium,Short,Yes,No,Healthy,50,3,Yes,No
3489,Cat,4,Domestic Long Hair,Male,Cream,No Color,Large,Medium,Yes,No,Healthy,0,4,Yes,No
3490,Cat,11,Domestic Short Hair,Female,Brown,Gray,Medium,Short,Yes,Yes,Healthy,0,3,Yes,Yes
3491,Cat,4,Dilute Tortoiseshell,Female,Brown,Yellow,Small,Short,No,No,Healthy,0,3,Yes,No
3492,Dog,8,Boston Terrier,Male,Cream,No Color,Medium,Short,Yes,Yes,Healthy,0,3,No,Yes
3493,Cat,5,Domestic Short Hair,Male,Brown,White,Medium,Short,No,No,Healthy,0,1,Yes,Yes
3494,Dog,3,Mixed Breed,Female,Cream,White,Medium,Medium,No,No,Healthy,0,3,Yes,No
3495,Dog,2,Mixed Breed,Male,Brown,White,Medium,Short,Yes,No,Healthy,0,7,Yes,No
3496,Cat,6,Javanese,Male,Black,White,Medium,Medium,No,No,Healthy,0,3,No,Yes
3497,Dog,2,Labrador Retriever,Female,Brown,Yellow,Medium,Medium,No,No,Healthy,0,8,Yes,No
3498,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes,No
3499,Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,5,Yes,No
3500,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,4,Yes,No
3501,Cat,2,Domestic Short Hair,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,3,Yes,No
3502,Dog,24,Mixed Breed,Female,Black,White,Medium,Short,Yes,Yes,Minor Injury,0,3,Yes,Yes
3503,Dog,2,Mixed Breed,Male,Black,White,Medium,Medium,Yes,No,Minor Injury,0,4,Yes,No
3504,Dog,84,French Bulldog,Male,Golden,White,Medium,Short,Yes,No,Healthy,100,7,Yes,No
3505,Dog,1,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Healthy,0,5,Yes,No
3506,Dog,12,Mixed Breed,Female,White,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,6,Yes,Yes
3507,Cat,6,Bombay,Male,Black,No Color,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
3508,Cat,6,Korat,Male,Gray,White,Medium,Short,No,Yes,Healthy,0,2,Yes,No
3509,Cat,12,Siamese,Female,Black,Brown,Small,Medium,No,Yes,Healthy,150,19,Yes,No
3510,Dog,60,Poodle,Female,Cream,No Color,Small,Medium,Yes,Yes,Healthy,0,1,No,No
3511,Cat,12,Domestic Short Hair,Female,Black,White,Medium,Short,Yes,No,Healthy,0,1,Yes,Yes
3512,Dog,1,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,0,1,Yes,No
3513,Cat,2,Domestic Short Hair,Male,Golden,Yellow,Small,Short,No,No,Healthy,30,4,Yes,No
3514,Cat,21,Domestic Short Hair,Female,Black,Gray,Medium,Medium,Not Sure,Yes,Healthy,0,8,No,Yes
3515,Dog,12,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,Yes,Minor Injury,0,1,Yes,Yes
3516,Cat,3,Domestic Short Hair,Female,Black,Yellow,Medium,Short,Yes,No,Healthy,0,1,Yes,Yes
3517,Cat,3,Domestic Short Hair,Male,Gray,White,Small,Short,Yes,Yes,Healthy,50,8,No,Yes
3518,Dog,54,Pomeranian,Male,Brown,Cream,Small,Medium,Not Sure,Not Sure,Healthy,0,12,Yes,No
3519,Cat,1,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,2,Yes,No
3520,Cat,1,Domestic Short Hair,Female,Brown,No Color,Large,Short,No,No,Healthy,0,4,Yes,No
